Brand Code Desc,Product Line Code-Desc,Model Code,Model Desc,Product Number,Item Description,US Size,UPC Number,Product Stat Factor,Catalog Price (USD),MSRP Price (USD)
13 - TaylorMade,32 - Putters,TA382,PT-Spider SR Mini #3,M7048727,PT-Spider SR Mini #3 Lh 35IN,35IN,192371434130,1,229,299.99
13 - TaylorMade,32 - Putters,TA383,PT-Spider SR Mini SB,M7048826,PT-Spider SR Mini SB Rh 34IN,34IN,192371483169,1,229,299.99
13 - TaylorMade,32 - Putters,TA383,PT-Spider SR Mini SB,M7048827,PT-Spider SR Mini SB Rh 35IN,35IN,192371483176,1,229,299.99
13 - TaylorMade,32 - Putters,TA383,PT-Spider SR Mini SB,N1548526,PT-Spider SR Mini SB Lh 34IN,34IN,192371483183,1,229,299.99
13 - TaylorMade,32 - Putters,TA383,PT-Spider SR Mini SB,N1548527,PT-Spider SR Mini SB Lh 35IN,35IN,192371483190,1,229,299.99
13 - TaylorMade,32 - Putters,TA386,PT-Spider Assault X Black #3,M7049125,PT-Assault X Black #3 Rh 33IN,33IN,192371462850,1,267,349.99
13 - TaylorMade,32 - Putters,TA386,PT-Spider Assault X Black #3,M7049126,PT-Assault X Black #3 Rh 34IN,34IN,192371462867,1,267,349.99
13 - TaylorMade,32 - Putters,TA386,PT-Spider Assault X Black #3,M7049127,PT-Assault X Black #3 Rh 35IN,35IN,192371462874,1,267,349.99
13 - TaylorMade,32 - Putters,TA386,PT-Spider Assault X Black #3,M7049226,PT-Assault X Black #3 Lh 34IN,34IN,192371462881,1,267,349.99
13 - TaylorMade,32 - Putters,TA386,PT-Spider Assault X Black #3,M7049227,PT-Assault X Black #3 Lh 35IN,35IN,192371462898,1,267,349.99
13 - TaylorMade,32 - Putters,TA387,PT-Spider Assault X Black SB,M7049425,PT-Assault X Black SB Rh 33IN,33IN,192371462805,1,267,349.99
13 - TaylorMade,32 - Putters,TA387,PT-Spider Assault X Black SB,M7049426,PT-Assault X Black SB Rh 34IN,34IN,192371462812,1,267,349.99
13 - TaylorMade,32 - Putters,TA387,PT-Spider Assault X Black SB,M7049427,PT-Assault X Black SB Rh 35IN,35IN,192371462829,1,267,349.99
13 - TaylorMade,32 - Putters,TA387,PT-Spider Assault X Black SB,M7049526,PT-Assault X Black SB Lh 34IN,34IN,192371462836,1,267,349.99
13 - TaylorMade,32 - Putters,TA387,PT-Spider Assault X Black SB,M7049527,PT-Assault X Black SB Lh 35IN,35IN,192371462843,1,267,349.99
13 - TaylorMade,32 - Putters,TA390,PT-SpdrAssaultXS RB Silver #3,N1544526,PT-AssaultXS RB Slv #3 Rh 34IN,34IN,192371463499,1,229,299.99
13 - TaylorMade,32 - Putters,TA390,PT-SpdrAssaultXS RB Silver #3,N1544527,PT-AssaultXS RB Slv #3 Rh 35IN,35IN,192371463505,1,229,299.99
13 - TaylorMade,32 - Putters,TA390,PT-SpdrAssaultXS RB Silver #3,N1544626,PT-AssaultXS RB Slv #3 Lh 34IN,34IN,192371463468,1,229,299.99
13 - TaylorMade,32 - Putters,TA390,PT-SpdrAssaultXS RB Silver #3,N1544627,PT-AssaultXS RB Slv #3 Lh 35IN,35IN,192371463475,1,229,299.99
13 - TaylorMade,32 - Putters,TA391,PT-SpdrAssaultXS RB Silver SB,N1544826,PT-AssaultXS RB Slv SB Rh 34IN,34IN,192371463536,1,229,299.99
13 - TaylorMade,32 - Putters,TA391,PT-SpdrAssaultXS RB Silver SB,N1544827,PT-AssaultXS RB Slv SB Rh 35IN,35IN,192371463543,1,229,299.99
13 - TaylorMade,32 - Putters,TA391,PT-SpdrAssaultXS RB Silver SB,N1544926,PT-AssaultXS RB Slv SB Lh 34IN,34IN,192371463550,1,229,299.99
13 - TaylorMade,32 - Putters,TA391,PT-SpdrAssaultXS RB Silver SB,N1544927,PT-AssaultXS RB Slv SB Lh 35IN,35IN,192371463567,1,229,299.99
13 - TaylorMade,32 - Putters,TA400,PT-Spider Assault X Womens SB,N1546925,PT-Assault X Womens SB Rh 33IN,33IN,192371476369,1,267,349.99
13 - TaylorMade,32 - Putters,TA406,PT-Spider Assault X Red #3,N1549725,PT-Assault X Red #3 Rh 33IN,33IN,192371497890,1,267,349.99
13 - TaylorMade,32 - Putters,TA406,PT-Spider Assault X Red #3,N1549726,PT-Assault X Red #3 Rh 34IN,34IN,192371497906,1,267,349.99
13 - TaylorMade,32 - Putters,TA406,PT-Spider Assault X Red #3,N1549727,PT-Assault X Red #3 Rh 35IN,35IN,192371497913,1,267,349.99
13 - TaylorMade,32 - Putters,TA406,PT-Spider Assault X Red #3,N1549826,PT-Assault X Red #3 Lh 34IN,34IN,192371497920,1,267,349.99
13 - TaylorMade,32 - Putters,TA406,PT-Spider Assault X Red #3,N1549827,PT-Assault X Red #3 Lh 35IN,35IN,192371497937,1,267,349.99
13 - TaylorMade,32 - Putters,TA407,PT-Spider Assault X Red SB,N1549925,PT-Assault X Red SB Rh 33IN,33IN,192371497944,1,267,349.99
13 - TaylorMade,32 - Putters,TA407,PT-Spider Assault X Red SB,N1549926,PT-Assault X Red SB Rh 34IN,34IN,192371497951,1,267,349.99
13 - TaylorMade,32 - Putters,TA407,PT-Spider Assault X Red SB,N1549927,PT-Assault X Red SB Rh 35IN,35IN,192371497968,1,267,349.99
13 - TaylorMade,32 - Putters,TA407,PT-Spider Assault X Red SB,N7500026,PT-Assault X Red SB Lh 34IN,34IN,192371497975,1,267,349.99
13 - TaylorMade,32 - Putters,TA407,PT-Spider Assault X Red SB,N7500027,PT-Assault X Red SB Lh 35IN,35IN,192371497982,1,267,349.99
